,,,,,,TP,TP,AI,RH,PP,PET,PV,SC,SM,SP,SR,WV,WS,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,GD,GD,GD,GD,GD,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,UVB,UVB,UVB,UVB,UVB,UVB,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM
SN,barcode,Province,long,lat,colour,Elevation (m),Aspect (degree),Annual aridity (ratio),Annual Relative Humidity (%),Net primary productivity (kg-carbon/m²/year),Potential evapotranspiration (mm),Potential vegetation (15 biomes categories),Soil carbon (Kg-Carbon/m² to 1 m depth),Soil moisture (mm based on 150 mm water holding capacity),Soil pH (acidity-alkaline level),Annual solar radiation (kJ/m²/day),Annual water vapour (kPa),Annual wind speed (m/s),"Contrast (exponentially weighted difference in EVI between adjacent pixels, x ?0)","Correlation (linear dependency of EVI on adjacent pixels, 1? x ?-1)","Coefficient of variation (normalized dispersion of EVI, x ?0)",Dissimilarity, Entrophy,"Evenness (evenness of EVI, 1? x ?0)","Homogeneity (similarity of EVI between adjacent pixels, 1? x ?0)","Maximum (dominance of EVI combinations between adjacent pixels, 1? x ?0)","Range (Range of EVI, x ?0)",Shannon index,Simpson index,Standard deviation,"Uniformity (orderliness of EVI, 1? x ?0)­­­","Variance (Dispersion of EVI combinations between adjacent pixels, x ?0)",First day of growing season (Julian day),Growing degree days (°C based on 5-degree base temperature),Growing season length (number of days),Growing season temperature (°C/10),Last day of growing season (Julian day),Evergreen/deciduous Needleleaf trees (Lulc1),Evergreen broadleaf trees (LULC2),Deciduous Broadleaf Trees (LULC3),Mixed/other trees (LULC4),Shrubs (LULC5),Herbaceous vegetation (LULC6),Cultivated and managed vegetation (LULC7),Regularly Flooded Vegetation (LULC8),Urban/Built-up (LULC9),Snow/Ice (LULC10),Barren (LULC11),Barren (LULC12),Annual mean UV-B (J/m²/day),UV-B seasonality (J/m²/day),Mean UV-B of highest month (J/m²/day),Mean UV-B of lowest month (J/m²/day),Sum of monthly mean UV-B during highest quarter,Sum of monthly mean UV-B during lowest quarter,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
312,PE 01059479,Yunnan,98.86266200000,28.57076600000,YY,3519.41,275.43,7962.84,28.00,0.47,42.50,10.00,5.48,116.43,6.59,14479.80,0.61,2.43,171961.00,7445.00,1703.00,31292.00,53717.00,9113.00,2867.00,216.00,3502.00,31519.00,9482.00,664.00,63.00,465832.00,85.22,596.00,209.06,9.74,252.18,19.13,9.20,0.00,50.55,2.27,8.28,10.65,0.00,0.00,0.00,0.00,0.00,6133.55,245121.00,9209.16,2648.77,25951.30,11010.30,59.00,68.00,293.00,5783.00,161.00,-70.00,231.00,131.00,-21.00,132.00,-21.00,604.00,124.00,7.00,71.00,340.00,25.00,25.00,25.00
321,PE 01059519,Yunnan,99.50214400000,28.05331000000,YY,3332.18,252.79,8189.47,34.00,0.53,47.31,10.00,5.76,121.43,6.44,14242.90,0.67,2.29,55391.00,7126.00,828.00,17138.00,43719.00,8677.00,4439.00,458.00,1670.00,24828.00,8955.00,312.00,190.00,96100.00,51.57,868.00,198.35,11.14,119.83,12.53,3.02,1.06,28.29,19.14,15.57,19.98,0.00,0.00,0.00,0.00,0.00,6081.40,237567.00,9049.68,2683.22,25572.90,11198.20,81.00,72.00,320.00,5555.00,179.00,-47.00,226.00,149.00,20.00,150.00,4.00,490.00,111.00,5.00,83.00,322.00,20.00,20.00,21.00
278,NiuMa-3,Sichuan,101.22259100000,27.68648220000,YY,3218.88,180.66,9396.73,47.00,0.66,40.88,11.00,4.21,137.01,7.05,13670.00,0.74,2.65,88067.00,8196.00,1295.00,22226.00,50266.00,9308.00,3683.00,246.00,2284.00,29274.00,9400.00,498.00,86.00,247863.00,50.43,2000.00,301.30,9.16,148.25,28.35,0.00,0.00,27.94,11.88,20.65,11.34,0.00,0.00,0.00,0.00,0.00,5796.37,220358.00,8474.56,2587.41,24187.50,10803.80,83.00,84.00,373.00,5021.00,177.00,-49.00,225.00,142.00,9.00,145.00,9.00,938.00,253.00,2.00,116.00,720.00,7.00,7.00,7.00
281,CDBI0082256,Sichuan,101.48749400000,27.39729800000,YY,2930.00,331.82,9581.91,50.00,0.66,60.37,11.00,5.22,104.47,5.93,13855.00,0.83,2.49,85758.00,6110.00,885.00,21004.00,45674.00,8366.00,3952.00,398.00,2272.00,25426.00,9022.00,342.00,155.00,116109.00,65.38,2484.00,290.46,10.24,110.45,3.61,0.00,0.00,30.72,16.18,27.08,22.02,0.00,0.00,0.00,0.00,0.00,5755.63,215924.00,8359.90,2619.33,23919.20,10808.90,98.00,85.00,377.00,4889.00,190.00,-34.00,224.00,156.00,26.00,156.00,24.00,700.00,183.00,2.00,108.00,496.00,8.00,8.00,8.00
288,HX 014930,Sichuan,102.11586000000,27.88369400000,YY,1790.46,92.93,7698.02,54.00,0.65,65.80,11.00,4.11,98.01,6.10,13316.90,1.09,1.81,255099.00,7337.00,1374.00,32311.00,53501.00,8973.00,3164.00,196.00,4478.00,31628.00,9499.00,696.00,65.00,474978.00,66.16,2672.00,274.17,15.50,33.32,3.47,0.69,0.62,6.94,4.69,30.03,53.73,0.00,0.00,0.00,0.00,0.00,4190.82,137118.00,5842.93,2134.79,16541.60,8047.46,149.00,79.00,348.00,5046.00,244.00,16.00,228.00,209.00,71.00,210.00,71.00,1052.00,232.00,3.00,100.00,683.00,11.00,11.00,11.00
289,PE 01059404,Sichuan,102.13448500000,27.71225400000,YY,1682.77,129.35,7670.43,54.00,0.65,65.80,10.00,4.11,98.01,6.10,13498.90,1.11,1.78,180649.00,7594.00,1204.00,27298.00,49953.00,8571.00,3613.00,331.00,3247.00,29408.00,9294.00,567.00,111.00,343910.00,59.60,2672.00,259.89,15.99,30.38,0.00,0.00,0.00,0.65,0.00,20.52,73.33,0.00,0.00,0.00,0.00,5.57,5300.27,193466.00,7661.75,2500.06,21802.40,9933.96,152.00,80.00,353.00,5003.00,246.00,19.00,227.00,211.00,74.00,212.00,74.00,877.00,193.00,3.00,100.00,566.00,10.00,10.00,10.00
290,CDBI0082250,Sichuan,102.23911300000,27.91160900000,YY,1588.86,196.82,7547.00,57.00,0.65,65.80,11.00,4.11,98.01,6.10,13308.20,1.14,1.72,355950.00,8470.00,2959.00,43356.00,58484.00,9338.00,2395.00,134.00,4768.00,36163.00,9683.00,1147.00,37.00,1307192.00,60.21,2672.00,261.15,16.36,30.36,0.48,0.00,0.00,0.73,4.36,1.20,16.57,0.90,65.12,0.00,0.00,10.74,4504.35,153405.00,6268.78,2203.75,17994.30,8531.36,156.00,79.00,342.00,5113.00,252.00,21.00,230.00,217.00,76.00,218.00,76.00,831.00,180.00,4.00,96.00,532.00,12.00,12.00,12.00
293,PE 01059354,Sichuan,102.52896300000,27.38666800000,YY,1591.26,231.51,6844.32,55.00,0.65,47.91,10.00,3.93,128.88,5.59,13360.80,1.18,1.68,143635.00,7325.00,1065.00,27134.00,51736.00,9025.00,3329.00,250.00,2811.00,29908.00,9414.00,533.00,77.00,278619.00,52.76,2283.00,234.97,18.38,30.69,4.48,0.00,0.00,5.00,0.00,12.30,78.22,0.00,0.00,0.00,0.00,0.00,5664.64,210051.00,8185.40,2574.49,23467.30,10703.30,170.00,80.00,350.00,5057.00,264.00,34.00,230.00,229.00,89.00,229.00,89.00,728.00,164.00,4.00,97.00,464.00,12.00,12.00,12.00
298,PE 01059350,Sichuan,102.76577000000,27.60536700000,YY,3189.86,201.78,13478.50,55.00,0.65,46.91,10.00,3.58,134.41,5.76,13059.00,0.80,2.88,77063.00,7400.00,836.00,20664.00,47430.00,8888.00,3915.00,400.00,2007.00,26892.00,9209.00,386.00,125.00,150178.00,61.20,1924.00,278.25,8.79,303.82,2.84,0.00,0.00,14.06,17.72,35.86,29.81,0.00,0.00,0.00,0.00,0.00,4426.67,150743.00,6140.55,2157.76,17808.10,8435.20,66.00,79.00,340.00,5137.00,167.00,-65.00,232.00,130.00,-11.00,131.00,-11.00,1444.00,310.00,10.00,91.00,909.00,31.00,31.00,31.00
311,KUN 0469386,Yunnan,98.67924200000,27.87895300000,YY,2412.83,276.19,11779.70,43.00,0.75,41.98,10.00,4.67,147.70,6.97,14563.80,1.02,1.64,198020.00,8053.00,1549.00,32845.00,55902.00,9270.00,2812.00,173.00,3925.00,33541.00,9597.00,753.00,48.00,539685.00,-1175.02,1137.00,245.42,14.39,-1112.94,13.55,0.51,7.30,33.04,1.99,5.42,37.58,0.00,0.00,0.00,0.00,0.00,6176.48,242492.00,9309.65,2712.10,25907.30,11265.20,124.00,67.00,306.00,5428.00,216.00,-2.00,219.00,189.00,64.00,190.00,46.00,1052.00,139.00,17.00,47.00,406.00,61.00,61.00,82.00
317,PE 01059512,Yunnan,99.32400000000,27.75000000000,YY,2946.29,81.92,8797.07,48.00,0.57,47.28,3.00,5.73,141.91,6.32,14439.90,0.82,1.97,95513.00,7423.00,983.00,22710.00,48993.00,8868.00,3741.00,333.00,2339.00,27943.00,9270.00,452.00,106.00,209049.00,-3628.67,1547.00,264.12,12.06,-3630.37,22.90,26.00,0.00,46.22,2.55,2.33,0.00,0.00,0.00,0.00,0.00,0.00,6051.71,232966.00,8988.68,2690.87,25267.30,11213.70,107.00,72.00,323.00,5450.00,202.00,-20.00,222.00,173.00,47.00,174.00,30.00,516.00,89.00,7.00,59.00,257.00,26.00,26.00,33.00
319,IMDY0004468,Yunnan,99.44547222220,27.41166666670,YY,2935.19,48.47,9307.54,47.00,0.57,58.78,10.00,5.77,138.56,6.33,14433.60,0.85,2.04,90657.00,5994.00,764.00,22489.00,47237.00,8559.00,3715.00,429.00,2088.00,26129.00,9126.00,345.00,126.00,119671.00,-6678.46,1370.00,308.12,10.12,-6650.42,22.93,0.54,3.65,59.61,7.61,3.76,1.63,0.00,0.00,0.00,0.00,0.00,6085.32,233009.00,9065.76,2731.93,25365.00,11325.70,94.00,75.00,338.00,5323.00,188.00,-33.00,221.00,158.00,36.00,160.00,19.00,610.00,114.00,7.00,66.00,336.00,27.00,27.00,33.00
322,KUN 1275822,Yunnan,99.53980555560,27.52552777780,YY,2205.75,202.86,8668.93,43.00,0.57,47.40,11.00,4.31,133.77,6.34,14515.50,1.05,1.58,209553.00,6720.00,1301.00,31694.00,52644.00,8775.00,3141.00,243.00,3528.00,30559.00,9424.00,573.00,76.00,327923.00,-268.13,982.00,189.59,16.23,-269.15,5.65,1.09,1.26,24.07,30.12,15.25,22.00,0.00,0.00,0.00,0.00,0.00,6100.79,233262.00,9045.29,2735.26,25448.50,11319.70,136.00,75.00,333.00,5426.00,231.00,6.00,224.00,200.00,76.00,202.00,58.00,414.00,86.00,4.00,76.00,256.00,16.00,16.00,18.00
323,SABG 006526,Yunnan,99.57681700000,27.81554600000,YY,3951.65,105.87,9996.52,33.00,0.57,41.76,10.00,4.77,140.11,6.46,14137.40,0.56,2.91,188181.00,6823.00,1320.00,31888.00,52918.00,8926.00,2965.00,257.00,3078.00,30280.00,9409.00,561.00,71.00,325405.00,108.87,752.00,208.55,8.45,316.83,12.47,0.00,0.00,38.97,0.00,28.81,19.46,0.00,0.00,0.00,0.00,0.00,6044.38,234975.00,9056.96,2680.87,25330.90,11116.70,43.00,74.00,333.00,5418.00,140.00,-82.00,222.00,109.00,-16.00,112.00,-31.00,717.00,161.00,7.00,85.00,475.00,26.00,26.00,29.00
324,KUN 1273170,Yunnan,99.61190000000,27.93416666670,YY,3502.59,116.40,8683.69,28.00,0.57,41.76,10.00,4.77,140.11,6.46,14178.80,0.62,2.53,203059.00,7242.00,1438.00,30766.00,51633.00,8817.00,3110.00,255.00,3086.00,29721.00,9357.00,595.00,83.00,421226.00,69.43,752.00,253.14,9.12,283.86,25.96,9.12,4.01,7.29,5.47,25.70,22.92,0.00,0.00,0.00,0.00,0.00,6044.38,234975.00,9056.96,2680.87,25330.90,11116.70,64.00,74.00,328.00,5485.00,162.00,-63.00,225.00,130.00,4.00,133.00,-12.00,605.00,150.00,4.00,97.00,445.00,18.00,18.00,18.00
326,Zhang22,Yunnan,99.68166666670,27.80444444440,YY,3358.15,195.52,8682.33,28.00,0.57,41.76,10.00,4.77,140.11,6.46,14276.90,0.66,2.44,224762.00,7005.00,1457.00,33759.00,53875.00,9064.00,2879.00,183.00,3323.00,30942.00,9464.00,615.00,61.00,400977.00,56.83,752.00,260.51,9.44,234.63,5.68,0.00,0.00,15.30,0.00,45.00,34.02,0.00,0.00,0.00,0.00,0.00,6044.38,234975.00,9056.96,2680.87,25330.90,11116.70,71.00,75.00,334.00,5443.00,168.00,-56.00,224.00,137.00,6.00,139.00,-5.00,568.00,136.00,4.00,93.00,399.00,18.00,18.00,18.00
327,Chen0009,Yunnan,99.79122222220,27.58815000000,YY,3344.93,221.99,8867.22,29.00,0.57,41.76,10.00,4.77,140.11,6.46,14162.50,0.69,2.38,137641.00,5916.00,961.00,26802.00,49092.00,8311.00,3394.00,309.00,2796.00,27451.00,9179.00,419.00,108.00,171615.00,-796.01,752.00,301.61,9.18,-582.02,17.93,0.00,0.00,21.67,18.41,17.72,23.28,0.00,0.00,0.00,0.00,0.00,6293.88,241829.00,9312.43,2820.30,26303.90,11664.50,78.00,77.00,344.00,5369.00,175.00,-50.00,225.00,142.00,2.00,144.00,2.00,765.00,189.00,5.00,98.00,560.00,20.00,20.00,20.00
328,Deng-9601,Yunnan,99.80515800000,27.48830600000,YY,3329.52,98.31,9121.31,33.00,0.57,56.33,10.00,3.58,123.75,6.14,14250.70,0.71,2.41,130929.00,7333.00,1217.00,26712.00,51363.00,8997.00,3278.00,231.00,2741.00,29415.00,9383.00,504.00,79.00,251553.00,-181.33,1347.00,291.40,9.21,15.66,26.19,2.27,0.00,34.33,4.75,19.10,13.59,0.00,0.00,0.00,0.00,0.00,6273.26,238246.00,9276.22,2825.73,26124.70,11732.90,77.00,78.00,347.00,5337.00,173.00,-51.00,224.00,141.00,2.00,143.00,2.00,620.00,148.00,4.00,94.00,438.00,16.00,16.00,16.00
329,KUN 1247496,Yunnan,99.84326666670,27.43268333330,YY,3372.77,68.51,9502.10,34.00,0.57,56.33,11.00,3.58,123.75,6.14,14253.90,0.70,2.50,114419.00,6763.00,1016.00,25390.00,49945.00,8896.00,3418.00,304.00,2330.00,28017.00,9290.00,431.00,92.00,182954.00,59.48,1347.00,274.26,9.18,253.05,28.49,7.32,0.00,45.09,2.80,14.54,1.76,0.00,0.00,0.00,0.00,0.00,6273.26,238246.00,9276.22,2825.73,26124.70,11732.90,71.00,79.00,350.00,5309.00,168.00,-56.00,224.00,135.00,-3.00,137.00,-3.00,647.00,156.00,4.00,95.00,462.00,16.00,16.00,16.00
361,xi-784,Yunnan,103.30774470000,27.41709180000,YY,3038.63,162.29,12704.20,62.00,0.69,62.10,7.00,3.94,102.32,6.22,13077.70,0.83,2.88,103702.00,6425.00,1020.00,23676.00,47787.00,8459.00,3619.00,327.00,2714.00,27054.00,9181.00,401.00,119.00,145986.00,58.11,2107.00,284.27,9.28,322.80,0.02,0.00,0.00,0.00,0.00,51.96,48.01,0.00,0.00,0.00,0.00,0.00,4005.87,139181.00,5643.30,1941.36,16188.80,7339.33,72.00,80.00,331.00,5374.00,179.00,-64.00,243.00,140.00,-9.00,140.00,-9.00,1159.00,233.00,8.00,87.00,693.00,29.00,29.00,29.00
362,PE 01059504,Yunnan,103.84989700000,27.38487700000,YY,2457.93,183.48,10125.40,68.00,0.69,58.81,10.00,4.20,96.30,6.73,12787.80,0.95,2.49,119681.00,7464.00,1059.00,26053.00,51313.00,9055.00,3315.00,279.00,2572.00,29470.00,9380.00,497.00,82.00,241564.00,52.23,2474.00,305.16,10.40,172.59,5.56,1.13,0.00,12.60,4.56,26.28,49.88,0.00,0.00,0.00,0.00,0.00,3836.94,136521.00,5292.50,1812.12,15451.00,7025.16,91.00,80.00,315.00,5699.00,206.00,-48.00,253.00,163.00,10.00,165.00,7.00,905.00,200.00,7.00,89.00,565.00,27.00,27.00,27.00
286,CDBI0082329,Sichuan,102.07629200000,27.19756000000,YY,2093.05,44.09,8699.56,55.00,0.65,59.65,10.00,4.71,105.06,6.09,13633.80,1.03,2.01,115233.00,6194.00,769.00,26051.00,49792.00,8768.00,3240.00,244.00,2206.00,27419.00,9245.00,399.00,91.00,155059.00,75.12,2255.00,282.20,13.67,43.25,6.77,7.63,0.75,34.74,16.51,18.39,15.56,0.00,0.00,0.00,0.00,0.00,5040.70,177849.00,7140.10,2367.09,20707.80,9627.04,135.00,82.00,370.00,4798.00,227.00,4.00,223.00,191.00,75.00,191.00,60.00,971.00,233.00,4.00,104.00,659.00,12.00,12.00,12.00
315,Deng8999,Yunnan,99.28687690000,27.13598000000,YY,2814.70,42.23,10102.70,46.00,0.57,58.78,10.00,5.77,138.56,6.33,14616.80,0.94,1.96,173069.00,8004.00,1347.00,31378.00,54637.00,9247.00,2871.00,176.00,3217.00,32230.00,9530.00,693.00,57.00,478175.00,-14528.40,1370.00,326.80,10.63,-14510.70,18.25,6.52,0.00,41.74,21.25,6.38,5.13,0.00,0.00,0.00,0.00,0.00,6125.92,230676.00,9041.45,2790.32,25401.60,11450.60,100.00,75.00,341.00,5202.00,193.00,-26.00,219.00,163.00,44.00,164.00,26.00,800.00,134.00,10.00,58.00,392.00,38.00,38.00,49.00
318,KUN 1294176,Yunnan,99.42648400000,27.17440800000,YY,3085.41,57.15,10055.60,47.00,0.57,58.78,11.00,5.77,138.56,6.33,14526.40,0.82,2.24,123101.00,5811.00,792.00,26669.00,49804.00,8735.00,3194.00,241.00,2309.00,27294.00,9235.00,387.00,92.00,147423.00,-5339.61,1370.00,315.12,9.40,-5161.09,17.28,0.04,0.85,29.78,6.29,27.22,19.11,0.00,0.00,0.00,0.00,0.00,6125.92,230676.00,9041.45,2790.32,25401.60,11450.60,83.00,76.00,345.00,5229.00,177.00,-43.00,220.00,146.00,26.00,148.00,9.00,1034.00,179.00,12.00,62.00,535.00,47.00,47.00,55.00
331,Deng8939,Yunnan,99.92295960050,26.68134391180,YY,2495.95,160.35,8799.73,44.00,0.70,60.75,11.00,4.03,128.02,6.15,14793.30,1.07,1.85,120728.00,7306.00,1132.00,25590.00,51011.00,8975.00,3450.00,282.00,2682.00,29375.00,9358.00,501.00,88.00,259421.00,-900.17,1025.00,301.42,12.39,-910.49,0.36,2.55,3.89,12.26,10.97,35.52,34.06,0.00,0.00,0.00,0.00,0.00,6153.85,224256.00,8965.81,2874.20,25289.70,11767.70,123.00,83.00,365.00,5143.00,217.00,-11.00,228.00,182.00,47.00,185.00,47.00,838.00,197.00,5.00,94.00,564.00,15.00,15.00,15.00
337,PE 01059516,Yunnan,100.12600400000,27.23437000000,YY,3214.20,305.93,8822.99,31.00,0.54,57.05,11.00,3.61,104.65,6.16,14284.40,0.87,2.24,194820.00,8812.00,3396.00,32763.00,56225.00,9342.00,2877.00,187.00,4295.00,34876.00,9642.00,964.00,50.00,882408.00,50.03,857.00,260.81,12.17,151.46,12.66,0.00,0.00,38.60,10.73,17.71,19.52,0.00,0.00,0.44,0.00,0.00,6180.36,230055.00,9013.78,2849.61,25591.60,11668.00,105.00,83.00,362.00,5230.00,201.00,-27.00,228.00,169.00,29.00,169.00,29.00,756.00,200.00,3.00,101.00,541.00,11.00,11.00,11.00
339,Zhang23,Yunnan,100.19694444400,26.98694444440,YY,2691.67,177.10,8678.04,37.00,0.87,61.80,11.00,3.91,96.16,6.37,14537.10,0.95,2.09,142743.00,7821.00,1301.00,28083.00,52866.00,9192.00,3168.00,200.00,2851.00,30756.00,9472.00,592.00,67.00,346015.00,69.76,1389.00,295.62,11.29,58.90,4.54,1.13,1.57,10.88,7.33,48.20,26.35,0.00,0.00,0.00,0.00,0.00,6101.23,225022.00,8843.09,2821.52,25224.90,11555.20,112.00,85.00,369.00,5149.00,208.00,-23.00,230.00,172.00,36.00,174.00,36.00,979.00,260.00,2.00,112.00,719.00,7.00,7.00,7.00
341,CDBI0082340,Yunnan,100.25440700000,26.78247200000,YY,2476.30,252.40,8373.30,47.00,0.87,61.80,11.00,3.91,96.16,6.37,14615.90,1.05,1.87,132526.00,7163.00,1136.00,26880.00,51762.00,9066.00,3270.00,227.00,2563.00,29311.00,9389.00,496.00,76.00,237774.00,60.05,1389.00,277.80,12.88,41.91,15.42,2.96,0.59,28.00,23.81,2.04,27.12,0.00,0.00,0.00,0.00,0.00,6061.29,222724.00,8792.22,2798.89,25019.20,11519.80,126.00,86.00,373.00,5095.00,221.00,-11.00,232.00,187.00,50.00,187.00,50.00,878.00,234.00,2.00,110.00,629.00,7.00,7.00,7.00
343,Chen0015,Yunnan,100.25715000000,27.15355833330,YY,3006.81,84.17,8842.02,33.00,0.54,57.05,11.00,3.61,104.65,6.16,14262.00,0.84,2.22,128587.00,7392.00,1196.00,25883.00,50772.00,8837.00,3391.00,225.00,3282.00,29340.00,9370.00,515.00,84.00,276630.00,69.31,857.00,297.57,10.16,70.19,24.92,0.00,3.97,42.41,14.64,0.26,13.53,0.00,0.00,0.00,0.00,0.00,6130.13,227720.00,8924.95,2817.19,25367.10,11581.60,100.00,84.00,369.00,5159.00,196.00,-33.00,229.00,160.00,25.00,163.00,25.00,813.00,219.00,2.00,113.00,605.00,7.00,7.00,7.00
347,Deng-9569,Yunnan,100.26322500000,27.06691500000,YY,3081.13,178.14,9151.69,35.00,0.54,57.05,11.00,3.61,104.65,6.16,14275.50,0.82,2.36,77114.00,7530.00,1086.00,20548.00,48087.00,8951.00,3930.00,331.00,2192.00,27527.00,9263.00,406.00,113.00,161035.00,-879.40,857.00,316.11,9.67,-875.93,17.68,0.00,0.00,47.75,17.42,3.25,13.63,0.00,0.00,0.00,0.00,0.00,6130.13,227720.00,8924.95,2817.19,25367.10,11581.60,95.00,85.00,371.00,5132.00,191.00,-38.00,229.00,157.00,21.00,158.00,21.00,1190.00,326.00,3.00,112.00,877.00,9.00,9.00,9.00
348,CDBI0082342,Yunnan,100.44542300000,26.79967300000,YY,2239.18,312.98,7853.98,49.00,0.87,61.80,11.00,3.91,96.16,6.37,14696.70,1.09,1.99,143969.00,6315.00,1003.00,27747.00,50950.00,9054.00,3269.00,250.00,2488.00,28441.00,9332.00,454.00,83.00,210701.00,42.66,1389.00,257.24,14.62,28.78,19.70,3.05,0.00,43.55,20.11,2.42,11.04,0.00,0.00,0.00,0.00,0.00,6077.29,223573.00,8817.36,2801.22,25097.10,11545.70,138.00,88.00,375.00,5056.00,234.00,0.00,234.00,195.00,62.00,198.00,62.00,802.00,211.00,2.00,110.00,576.00,8.00,8.00,8.00
355,Zhang26,Yunnan,102.75333333300,26.85250000000,YY,2155.13,33.08,8024.08,62.00,0.86,54.47,11.00,4.21,114.09,5.46,13617.50,1.04,2.12,135660.00,5365.00,798.00,27776.00,49868.00,8734.00,3172.00,247.00,2214.00,27340.00,9232.00,391.00,91.00,149300.00,65.08,3064.00,282.63,13.90,42.60,15.16,0.00,0.00,27.44,9.70,19.08,27.69,0.00,0.00,0.00,0.00,0.00,4211.29,137594.00,5850.17,2184.97,17013.90,8039.21,137.00,82.00,367.00,4819.00,229.00,6.00,223.00,193.00,61.00,193.00,61.00,1024.00,220.00,6.00,98.00,648.00,20.00,20.00,20.00
320,Deng9040,Yunnan,99.49757663600,26.45638715510,YY,3333.53,96.18,11935.60,49.00,0.70,48.90,11.00,4.20,145.46,6.76,14654.90,0.83,2.51,87597.00,8126.00,1078.00,22000.00,49324.00,8941.00,3788.00,338.00,2430.00,28716.00,9319.00,507.00,102.00,246113.00,-2175.48,1763.00,267.99,8.98,-1939.82,13.26,0.00,0.00,15.06,0.60,32.73,38.40,0.00,0.00,0.00,0.00,0.00,6168.29,224051.00,8950.71,2914.05,25356.50,11814.90,65.00,80.00,366.00,5005.00,156.00,-62.00,219.00,125.00,-5.00,128.00,-5.00,1410.00,226.00,17.00,59.00,674.00,70.00,70.00,70.00
330,PE 01059485,Yunnan,99.86735300000,26.51435900000,YY,2333.31,107.29,8799.62,49.00,0.70,52.86,8.00,4.16,139.39,6.53,15037.50,1.13,1.88,242550.00,6594.00,1237.00,33944.00,51463.00,8816.00,3031.00,307.00,3260.00,29868.00,9348.00,590.00,93.00,347267.00,-1552.54,1509.00,288.28,13.43,-1561.30,3.97,1.45,0.98,4.56,5.89,10.65,72.83,0.00,0.00,0.00,0.00,0.00,6070.48,219400.00,8808.61,2852.48,24888.90,11645.60,129.00,83.00,366.00,5100.00,222.00,-6.00,228.00,188.00,54.00,190.00,54.00,749.00,154.00,6.00,84.00,456.00,21.00,21.00,21.00
332,Deng-9564,Yunnan,100.00166100000,26.54121200000,YY,3057.65,285.12,9940.03,51.00,0.87,61.76,11.00,3.91,96.55,6.37,14724.00,0.88,2.41,75900.00,6700.00,830.00,20434.00,46406.00,8685.00,3933.00,381.00,1966.00,26070.00,9117.00,349.00,137.00,117247.00,-13906.70,1412.00,346.29,9.60,-13894.80,17.46,0.00,0.00,1.65,19.96,25.53,35.38,0.00,0.00,0.00,0.00,0.00,6015.81,218454.00,8681.72,2819.78,24717.90,11497.70,95.00,85.00,371.00,5055.00,189.00,-39.00,228.00,156.00,21.00,156.00,21.00,1092.00,242.00,9.00,84.00,682.00,29.00,29.00,29.00
349,IMDY0004465,Yunnan,100.70202222200,26.50218888890,YY,2026.51,296.31,7513.59,57.00,0.87,60.45,2.00,4.40,121.23,6.71,14864.90,1.16,1.92,191495.00,6233.00,1225.00,29381.00,49435.00,8499.00,3354.00,413.00,2954.00,28559.00,9245.00,501.00,122.00,272523.00,42.29,3780.00,268.65,15.57,28.44,0.18,0.00,0.80,12.12,22.11,16.74,47.84,0.00,0.00,0.00,0.00,0.21,4620.57,140375.00,6302.30,2493.11,18094.10,9434.63,150.00,90.00,374.00,4911.00,248.00,9.00,239.00,207.00,74.00,207.00,74.00,903.00,234.00,5.00,104.00,642.00,15.00,15.00,15.00
350,IMDY0004466,Yunnan,100.71689444400,26.65000555560,YY,2227.91,254.34,8100.38,55.00,0.87,65.45,11.00,5.11,97.67,5.88,14717.50,1.07,2.01,127171.00,7515.00,1229.00,26020.00,50752.00,8917.00,3420.00,278.00,2847.00,29393.00,9365.00,514.00,88.00,262669.00,55.94,2088.00,279.74,13.76,36.24,5.32,0.16,1.35,25.36,33.62,14.22,20.56,0.00,0.00,0.00,0.00,0.00,5774.00,208037.00,8307.78,2723.29,23720.00,11037.80,134.00,89.00,376.00,4930.00,232.00,-6.00,237.00,189.00,59.00,192.00,59.00,1333.00,343.00,4.00,111.00,973.00,13.00,13.00,13.00
360,KUN 1247493,Yunnan,103.22805555600,26.37333333330,YY,2464.59,333.12,9045.11,63.00,0.90,39.84,7.00,3.66,139.18,5.72,13809.80,1.00,2.41,147149.00,6488.00,1060.00,27825.00,50784.00,8750.00,3254.00,227.00,2749.00,28695.00,9337.00,464.00,82.00,205648.00,-62.36,2825.00,284.32,11.91,-73.22,24.15,0.00,0.00,46.08,9.92,1.37,18.05,0.00,0.00,0.00,0.00,1.36,4135.52,117455.00,5542.87,2308.82,16175.10,8400.38,115.00,82.00,371.00,4711.00,206.00,-14.00,221.00,171.00,41.00,171.00,41.00,719.00,153.00,7.00,85.00,441.00,26.00,26.00,26.00
